,RA,DEC,RA_offset,DEC_offset,ra_2,dec_2,mag_r_2,RA (PS),DEC (PS),RA_PS_in,DEC_PS_in,level_0,Index,objName,objAltName1,objAltName2,objAltName3,objID_1,ObjID_1a,raMean_1,decMean_1,z_phot,z_photErr,z_phot0,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean_1a,decMean_1a,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b_1,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,g-r color_1,r-i color_1,col1_1,cosmodc2_hp,cosmodc2_id,dec_1,flux_g,flux_g_noMW,flux_i,flux_i_noMW,flux_r,flux_r_noMW,flux_u,flux_u_noMW,flux_y,flux_y_noMW,flux_z,flux_z_noMW,host_galaxy,id_1,is_good_match,is_nearest_neighbor,is_pointsource,is_unique_truth_entry,is_variable,mag_r_1,match_objectId,match_sep,patch_1,ra_1,redshift,tract_1,truth_type,PHOSIM_ID_1,col1_2,blendedness,clean,cModelFlux_flag_g,cModelFlux_flag_i,cModelFlux_flag_r,cModelFlux_flag_u,cModelFlux_flag_y,cModelFlux_flag_z,cModelFlux_g,cModelFlux_i,cModelFlux_r,cModelFlux_u,cModelFlux_y,cModelFlux_z,cModelFluxErr_g,cModelFluxErr_i,cModelFluxErr_r,cModelFluxErr_u,cModelFluxErr_y,cModelFluxErr_z,dec_2,extendedness,good,I_flag,I_flag_g,I_flag_i,I_flag_r,I_flag_u,I_flag_y,I_flag_z,Ixx_pixel,Ixx_pixel_g,Ixx_pixel_i,Ixx_pixel_r,Ixx_pixel_u,Ixx_pixel_y,Ixx_pixel_z,IxxPSF_pixel,IxxPSF_pixel_g,IxxPSF_pixel_i,IxxPSF_pixel_r,IxxPSF_pixel_u,IxxPSF_pixel_y,IxxPSF_pixel_z,Ixy_pixel,Ixy_pixel_g,Ixy_pixel_i,Ixy_pixel_r,Ixy_pixel_u,Ixy_pixel_y,Ixy_pixel_z,IxyPSF_pixel,IxyPSF_pixel_g,IxyPSF_pixel_i,IxyPSF_pixel_r,IxyPSF_pixel_u,IxyPSF_pixel_y,IxyPSF_pixel_z,Iyy_pixel,Iyy_pixel_g,Iyy_pixel_i,Iyy_pixel_r,Iyy_pixel_u,Iyy_pixel_y,Iyy_pixel_z,IyyPSF_pixel,IyyPSF_pixel_g,IyyPSF_pixel_i,IyyPSF_pixel_r,IyyPSF_pixel_u,IyyPSF_pixel_y,IyyPSF_pixel_z,mag_g,mag_g_cModel,mag_i,mag_i_cModel,mag_r_2,mag_r_cModel,mag_u,mag_u_cModel,mag_y,mag_y_cModel,mag_z,mag_z_cModel,magerr_g,magerr_g_cModel,magerr_i,magerr_i_cModel,magerr_r,magerr_r_cModel,magerr_u,magerr_u_cModel,magerr_y,magerr_y_cModel,magerr_z,magerr_z_cModel,objectId,parentObjectId,patch_2,psf_fwhm_g,psf_fwhm_i,psf_fwhm_r,psf_fwhm_u,psf_fwhm_y,psf_fwhm_z,psFlux_flag_g,psFlux_flag_i,psFlux_flag_r,psFlux_flag_u,psFlux_flag_y,psFlux_flag_z,psFlux_g,psFlux_i,psFlux_r,psFlux_u,psFlux_y,psFlux_z,psFluxErr_g,psFluxErr_i,psFluxErr_r,psFluxErr_u,psFluxErr_y,psFluxErr_z,psNdata,ra_2,snr_g_cModel,snr_i_cModel,snr_r_cModel,snr_u_cModel,snr_y_cModel,snr_z_cModel,tract_2,x,xErr,xy_flag,y,yErr,g-r color_2,r-i color_2,Separation_2,object,ID_2,RA,DEC,mag,SED,mu,gamma1,gamma2,deltaRA,deltaDEC,something,model,sersic1,a,b_2,n,dust1,ccm1,ccm2,dust2,ccm3,ccm4,Separation
1,60.2291763,-36.7025083,0.0003,0.000009,60.2294763,-36.7025173,21.6165547,60.23227697,-36.70295117,60.232577,-36.702942,45,7462,PSO J194826.548-291054.761,,,,7.30E+16,7.30E+16,297.1106512,-29.18186454,0.804082274,0.988418507,0.71947265,1.03E+15,5.15E+14,0,1.31E+13,7298,1,700,73,0.177648401,1034822,119896,3,436363264,52,297.1106195,-29.18187815,0.001,0.001,297.1106512,-29.18186454,0.091049999,0.088030003,56083.69473,1.683799982,0.39787001,-0.777149887,-0.487583334,293.6861083,-7.944655399,11.27913242,-24.43202552,,16,6,2,2,2,0,0,1.06E+15,1,0,1326,2.52E+18,4153459,297.1106357,-29.18188379,0.0530289,0.047565199,55941.17605,22.37700081,0.091320001,22.42939949,0.011132,22.21820068,0.104858004,35651585,0,196608,9,408.9389954,401.053009,0.212115005,0.190261006,1.328590035,1.21863997,-81.30460358,0.0637431,0.00633006,0.998758018,0.998758018,1.330299973,0.277054012,0.020282799,0.256439,0.865163028,0.465546012,4.07E-06,3.71E-07,3.87E-06,4.31E-08,0.897457004,3,4.71E-06,4.94E-07,2.162909985,808,2.730180025,-1.64E-08,6.22E-07,24.99060059,0.25,1326,2.52E+18,4153820,297.1106187,-29.1818752,0.040518701,0.037431002,56003.28651,22.10849953,0.075234003,22.11800003,0.009647,22.04100037,0.098177001,35651585,0,196608,10,409.1730042,401.1690063,0.162074998,0.149724007,1.169549942,1.133280039,85.13349915,0.317995012,0.0388343,0.998888016,0.998888016,1.420729995,0.234217003,0.022796599,0.226512,0.866178989,0.841485023,5.21E-06,3.92E-07,5.16E-06,4.98E-08,0.897457004,3,5.54E-06,5.44E-07,2.165450096,796,2.065939903,-1.80E-09,7.59E-07,25.01440048,0.25,1326,2.52E+18,4158258,297.1106032,-29.18190738,0.0348433,0.0321372,56466.44615,21.98810005,0.077211998,21.58289909,0.005378,21.67950058,0.094566002,35667969,0,196608,16,409.3359985,400.7600098,0.139373004,0.128548995,1.119449973,1.025640011,-37.5646019,0.274470001,4.19E-10,0.997524023,0.997524023,1.494109988,0.250968993,0.00637155,0.213964,0.939172983,0.73912102,5.82E-06,4.49E-07,8.45E-06,4.54E-08,0.878534973,2.499989986,7.73E-06,7.31E-07,2.347929955,1590,6.246799946,-4.58E-08,7.80E-07,25.03510094,0.249999002,1326,2.52E+18,4171300,297.1105006,-29.18184875,0.070945203,0.067663997,55776.03956,21.69630051,0.148076996,21.56970024,0.007678,21.7310009,0.203124002,3.57E+07,0,196608,10,410.6369934,401.5650024,0.283780992,0.270657003,1.080839992,1.053200006,-30.31909943,0.629390001,0.554611027,0.99960798,0.99960798,1.314100027,0.298732013,0.0960491,0.131828994,0.852020979,0.78252703,7.61E-06,1.13E-06,8.55E-06,6.57E-08,0.883902013,2.749989986,7.37E-06,1.50E-06,2.130049944,780,0.590865016,-7.20E-08,1.82E-06,25.01709938,0.249999002,1326,2.52E+18,4179002,297.1106253,-29.18189674,0.192329004,0.31139946,0.53510094,292804,9685,6937505716,-36.7025173,23170.5,23279.2,54384.1,54529.2,35181.8,35304.4,9554.37,9613.72,83066.5,83207.3,69528,69670.7,-1,6937505716,TRUE,TRUE,0,TRUE,0,20.0342,1.68E+16,0.0131522,"3,2",60.2294718,0.110003,3830,1,7.10E+12,107322,2.37E-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29697.62598,76864.53202,38631.47432,10683.65226,108502.2175,95227.78105,46.8991385,110.3356762,49.6786658,106.4451898,444.8898092,279.6196868,-36.7025173,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.5775163,63.1292014,50.4985413,73.8671145,69.2289389,57.6458772,56.8696915,2.9282418,3.5816563,2.9282418,3.428124,4.1661694,6.4031915,4.3333208,-3.022832,-3.7625253,-3.0155682,-4.7372423,-4.110424,-3.387767,-3.1807078,4.33E-04,0.0010623,4.33E-04,-0.0081276,-0.0478358,-0.0022695,-0.0035134,9.8070711,10.9314069,9.7969129,11.4453048,11.1830934,14.1646945,12.0317188,2.9030135,3.2919449,2.9030135,3.3426778,3.6469017,6.3957257,4.3392805,21.956608,20.2181957,21.0774743,19.185685,21.6165547,19.9326468,22.9328818,21.3282006,20.2426942,18.8114035,20.6141513,18.9530908,0.0025018,0.0017146,0.0021732,0.0015585,0.0020864,0.0013962,0.0154011,0.0108176,0.0055035,0.0044518,0.0041696,0.0031881,1.68E+16,1.68E+16,"3,2",0.8727805,0.8042386,0.8665788,0.9298648,1.1914957,0.9808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5989.034428,13458.92264,8191.777282,2436.953766,29035.03239,20622.41378,13.8001427,26.9398718,15.7414907,34.5680031,147.176141,79.1964534,44.5851,60.2294763,633.2232732,696.642597,777.6270491,100.3676378,243.8855987,340.56179,3830,15082.70365,0.0534479,FALSE,9386.291636,0.0227163,0.3400533,0.5390804,0.01298834,object,7.10E+12,60.23227697,-36.70295117,19.7648142,galaxySED/Const.10E10.02Z.spec.gz,0.110002639,4.01E-05,1.55E-05,-4.41E-04,0,0,sersic2d,1.24857998,0.33830443,94.0257175,1,CCM,0.7,4,CCM,0.004346754,3.1,0.00397946
2,59.7436562,-37.0937297,0,0.00009,59.7436562,-37.0938197,23.8427404,59.74513893,-37.09317761,59.745139,-37.093088,512,8750,PSO J061402.679-281858.912,,,,7.40E+16,7.40E+16,93.51116445,-28.31637846,0.092954546,0.033083264,0.09445888,9.72E+14,4.88E+14,0,1.00E+13,7402,1,656,99,0.850562176,971630,113695,3,444915712,53,93.51116581,-28.31636453,0.001,0.001,93.51116445,-28.31637846,0.00847,0.0107,56440.70858,2.960999966,-0.0539148,0.878689292,-0.474339881,94.98992077,-51.69486857,235.2709896,-20.09384757,,5,66,6,13,17,15,15,1.10E+15,1,1,9217,2.52E+18,4316736,93.51117622,-28.31636082,0.0068918,0.00595469,56300.70579,19.58790016,0.01133,19.03700066,0.00267,18.88069916,0.013084,102776839,128,196608,6,4783.549805,1086.030029,0.0275672,0.0238187,1.439159989,1.314280033,61.3370018,0.176908001,0,0.997815013,0.997815013,2.688009977,0.323803008,0.052687399,0.367119014,1.912449956,1.077479959,5.31E-05,6.01E-07,8.81E-05,2.35E-07,0.896540999,3.25,1.02E-04,1.33E-06,4.781119823,602,17.89959908,1.42E-08,7.45E-07,25.00749969,0.25,9217,2.52E+18,4315549,93.51116581,-28.31637366,0.00482356,0.00459265,56398.89837,19.22719955,0.009739,18.65309906,0.002026,18.51499939,0.011722,102776839,128,196608,12,4783.680176,1085.819946,0.019294299,0.0183706,1.238019943,1.174739957,13.18239975,0.502448976,1.42E-35,0.999363005,0.999363005,2.934259892,0.274168015,0.039039899,0.294270009,1.832039952,1.065320015,7.40E-05,7.21E-07,1.26E-04,2.54E-07,0.897457004,3,1.43E-04,1.67E-06,4.58010006,740,12.44849968,2.14E-08,1.00E-06,25.01609993,0.25,9217,2.52E+18,4332458,93.51116563,-28.31636453,0.00275064,0.00258022,56632.89204,19.20350075,0.006549,18.50419998,0.00141,18.30109978,0.008207,102776839,128,196608,18,4783.649902,1086,0.0110026,0.0103209,0.925399005,0.878409982,-85.3035965,0.77591598,0,0.997312009,0.997312009,6.690060139,0.196152002,0.027564799,0.213723004,1.785699964,0.992731988,7.56E-05,4.95E-07,1.44E-04,2.03E-07,0.88171798,2.5,1.74E-04,1.42E-06,4.464250088,1350,19.23749924,-9.59E-09,7.25E-07,25.03370094,0.25,9217,2.52E+18,4329872,93.51115073,-28.31635384,0.00479257,0.00450532,55799.41924,19.09740067,0.011972,18.4409008,0.001976,18.12849998,0.014735,1.03E+08,128,196608,12,4783.879883,1086.130005,0.0191702,0.0180213,0.986419976,0.951663017,5.61646986,0.259743989,0,0.996603012,0.996603012,3.133670092,0.167835996,0.0232362,0.183711007,1.695469975,0.956318021,8.34E-05,9.98E-07,1.53E-04,3.02E-07,0.860616028,2.25,2.04E-04,3.00E-06,4.238689899,660,21.37260056,4.14E-08,1.76E-06,25.02569962,0.25,9217,2.52E+18,4321398,93.51117833,-28.31636568,0.0108728,0.3839016,0.14889908,367207,9813,7875001704,-37.0938305,3752.26,3799.19,6913.03,6961.81,5626.27,5678.15,1582.13,1608.17,8395.39,8432.96,7813.53,7855.88,-1,7875001704,TRUE,TRUE,0,TRUE,0,22.0245,1.68E+16,0.0539569,"5,0",59.7436692,0.0903828,3830,1,8.06E+12,61704,0.0464589,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3922.779962,6026.322477,5592.448987,1489.761909,6809.419873,5973.362136,40.7472612,73.5878259,47.4908714,101.9049105,374.4129402,205.7687696,-37.0938197,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30.2347092,37.6901258,29.9882494,34.5311346,32.9924599,8.7853427,24.6299985,2.8942481,3.3366949,2.8942481,3.2687698,4.1107244,6.3432238,4.2562341,-0.3496371,0.4524371,-0.3699663,0.2439784,-1.5852512,-0.0452143,2.2451221,-0.0040096,-0.001676,-0.0040096,-0.0022361,-0.0349604,8.53E-04,0.0010913,22.923549,38.0131786,22.3873766,33.0441185,16.9021008,9.6097025,24.7668191,2.8719866,3.098222,2.8719866,3.2073214,3.5944632,6.3179594,4.2492067,24.3117752,22.4160151,23.6938594,21.9498691,23.8427404,22.0309949,25.0094033,23.4672078,23.1512415,21.8172247,23.2545203,21.9594529,0.0174026,0.0112779,0.0191481,0.013258,0.0135937,0.00922,0.0943584,0.0742681,0.0780211,0.0596987,0.0465879,0.0374011,1.68E+16,1.68E+16,"5,0",0.8445554,0.7997426,0.8475251,0.9234216,1.1850662,0.9713019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,684.3683706,1209.083362,1054.153468,359.9471051,1992.982099,1812.140636,10.9693098,21.323457,13.1982607,31.2820343,143.215842,77.7572228,44.2458,59.7436562,96.2710093,81.8929273,117.7583992,14.6191376,18.1869245,29.0294885,3830,22053.0342,0.241406,FALSE,2319.028245,0.229741,0.4690348,0.148881,0.053899732,object,8.06E+12,59.74513893,-37.09317761,22.13842,galaxySED/Const.12E10.02Z.spec.gz,0.090382774,7.57E-05,-4.18E-05,-2.88E-04,0,0,sersic2d,1.63089907,1.61033225,27.5441626,1,CCM,0.2,3.6,CCM,0.011453414,3.1,1.81E-05
3,60.2101865,-37.0140768,0.00013,0,60.2103165,-37.0140768,23.9865798,60.21205475,-37.0144655,60.212185,-37.014465,514,8758,PSO J000245.558-281617.226,,,,7.41E+16,7.41E+16,0.68982158,-28.2714291,0.072140768,0.010606583,0.07117182,9.06E+14,4.82E+14,0,8.91E+12,7407,1,635,93,0.548003278,906212,112217,3,444915712,53,0.68982732,-28.2714518,0.001,0.001,0.68982158,-28.2714291,0.01092,0.015860001,56328.8385,5.949999809,0.880649821,0.010603235,-0.473649095,348.5307234,-26.02621112,24.06147437,-79.16926388,,5,67,7,17,26,9,8,9.19E+14,1,1,3887,2.52E+18,3998604,0.6898166,-28.27140963,0.00693677,0.00626167,55924.47644,19.96750069,0.013448,18.78860092,0.002456,18.29660034,0.009435,262160391,524416,196608,7,3074.780029,1959.75,0.027747201,0.025046799,1.238620043,1.131309986,-78.94139862,0.0822412,0,0.998780012,0.998780012,7.048729897,0.310050011,0.00943437,0.359838992,2.328020096,1.165629983,3.74E-05,5.03E-07,1.11E-04,2.72E-07,0.886532009,2.749989986,1.74E-04,1.64E-06,5.820049763,602,34.35480118,6.36E-09,6.20E-07,24.95919991,0.249999002,3887,2.52E+18,4000065,0.68982891,-28.2714518,0.00384428,0.00366625,56282.05884,19.53700066,0.007736,18.44219971,0.001614,17.96249962,0.005944,262160391,524416,196608,14,3074.649902,1959.199951,0.0153772,0.014665,1.162789941,1.13451004,-45.90470123,0.416554987,0,0.99862802,0.99862802,14.86400032,0.302662998,0.0016989,0.35620001,2.357650042,1.17098999,5.56E-05,4.30E-07,1.52E-04,2.46E-07,0.891794026,2.749989986,2.37E-04,1.41E-06,5.894120216,1000,30.08279991,1.71E-08,5.86E-07,24.98760033,0.249999002,3887,2.52E+18,4000267,0.68983211,-28.27146093,0.0034888,0.00345028,56370.94747,19.35740089,0.00708,18.23189926,0.001175,17.77569962,0.005776,262160391,524416,196608,24,3074.580078,1959.089966,0.0139552,0.0138011,1.14823997,1.140879989,-29.52440071,0.354036003,0,0.998399973,0.998399973,16.58320045,0.27639699,0.00356139,0.325181991,2.355159998,1.148130059,6.56E-05,4.65E-07,1.85E-04,2.17E-07,0.886532009,2.75,2.82E-04,1.63E-06,5.887899876,1515,26.43639946,1.15E-08,6.82E-07,25.0170002,0.25,3887,2.52E+18,4000349,0.68982732,-28.27144421,0.00799391,0.00751589,55947.31574,19.31550026,0.018111,18.22629929,0.002157,17.70569992,0.015998,2.62E+08,524416,196608,8,3074.639893,1959.319946,0.031975701,0.030063599,1.062420011,0.99613601,-73.9260025,0.369141996,0,0.997628987,0.997628987,3.28234005,0.241890997,-0.00131994,0.284473985,2.156140089,1.091750026,6.82E-05,1.24E-06,1.86E-04,4.01E-07,0.872169018,2.5,3.00E-04,4.81E-06,5.390349865,450,30.53919983,4.79E-08,1.91E-06,25.03070068,0.25,3887,2.52E+18,4000513,0.68981577,-28.27151143,0.0144901,0.34640121,0.21030045,576928,9813,7875000688,-37.0140844,1285.95,1310.81,2084.92,2107.55,1759.96,1784.94,495.12,507.658,2381.95,2398.32,2288.39,2307.44,-1,7875000688,TRUE,TRUE,0,TRUE,0,23.2862,1.68E+16,0.0360921,"3,0",60.2103246,0.0707116,3830,1,8.06E+12,92240,0.0730389,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1248.233736,2076.061282,1545.073766,360.928632,2248.027344,3036.080215,17.2523283,39.4684841,20.9297273,46.4012582,188.3825423,143.6847791,-37.0140768,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8.7257968,9.6267286,8.7200797,8.497645,8.2064254,5.9336688,13.0522403,2.9496311,3.4599379,2.9496311,3.3618589,4.198485,6.4141295,4.2164288,1.0752081,1.165417,1.0731075,1.0424356,-1.2346007,0.7551722,1.9075062,-0.0037701,-0.0050219,-0.0037701,-0.0052556,-0.0430845,-0.0038172,-7.22E-04,6.9439443,8.5649574,6.9464396,7.5117744,5.6760019,5.9430394,11.26919,2.9298548,3.1701461,2.9298548,3.2941601,3.6706276,6.3903215,4.239389,24.2268421,23.6592602,23.776337,23.1068996,23.9865798,23.427627,25.5400683,25.0064467,23.3346206,23.020496,23.4811145,22.6942169,0.0165864,0.0150064,0.022635,0.0206412,0.0158347,0.0147075,0.1544932,0.1395831,0.0910854,0.0909837,0.0555562,0.0513833,1.68E+16,1.68E+16,"3,0",0.8571514,0.8075588,0.8592147,0.9331814,1.1917522,0.9684627,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,740.0535429,1120.637592,923.353645,220.7865824,1683.262164,1470.801934,11.3055607,23.3626307,13.4664577,31.4164919,141.2134473,75.2597439,44.7837,60.2103165,72.3516106,52.6004819,73.8219733,7.7784234,11.9333104,21.130145,3830,15353.73078,0.335114,FALSE,3777.670467,0.34231,0.2402623,0.2102428,0.035926446,object,8.06E+12,60.21205475,-37.0144655,23.4940208,galaxySED/Exp.32E09.002Z.spec.gz,0.070711625,1.41E-04,1.79E-05,-1.01E-04,0,0,sersic2d,0.511593461,0.375607431,58.7455995,1,CCM,0.1,3.6,CCM,0.017556768,3.1,5.77E-05
4,59.626454,-36.4529694,0.00014,0,59.626594,-36.4529694,21.8210463,59.63027883,-36.45208064,59.630419,-36.452081,666,9224,PSO J055807.152-274452.381,,,,7.47E+16,7.47E+16,89.52980119,-27.74788706,0.252061218,0.105971141,0.18022414,9.68E+14,4.88E+14,0,9.50E+12,7470,1,734,1,0.731310151,967987,113572,3,444915712,53,89.5298016,-27.74788372,0.001,0.001,89.52980119,-27.74788706,0.00773,0.016489999,56624.98295,2.32220006,0.007262726,0.884975007,-0.465581884,89.33609199,-51.18609456,233.3938142,-23.19689301,,5,76,10,10,39,12,5,1.09E+15,1,1,2506,2.52E+18,4199525,89.5297606,-27.74790876,0.0202864,0.017917,56208.86755,21.02140045,0.032552999,20.52009964,0.004682,20.54059982,0.039115001,262160391,524416,196608,8,1344.640015,3833.530029,0.081145599,0.071667999,1.45235002,1.345180035,72.17209625,0.173418,1.28E-21,0.99919498,0.99919498,1.329280019,0.318033993,-0.039687902,0.397534013,1.392310023,0.981287003,1.42E-05,4.61E-07,2.25E-05,1.05E-07,0.902191997,3.250010014,2.21E-05,8.63E-07,3.480770111,774,9.551289558,-1.07E-08,5.09E-07,25.00469971,0.25,2506,2.52E+18,4212870,89.52976508,-27.7478885,0.0112633,0.0107557,56421.74104,20.3409996,0.022852,19.71199989,0.002713,19.74250031,0.026865,262160391,524416,196608,10,1344.579956,3833.850098,0.045053199,0.0430227,1.085649967,1.076349974,31.61090088,0.541463971,2.33E-25,0.998664975,0.998664975,1.617939949,0.246959999,-0.035856102,0.308633,1.306349993,0.955231011,2.65E-05,6.06E-07,4.73E-05,1.28E-07,0.883902013,2.75,4.60E-05,1.24E-06,3.265870094,1080,10.40579987,5.43E-09,7.08E-07,25.04210091,0.25,2506,2.52E+18,4236731,89.5298016,-27.74788372,0.00507204,0.00477514,56560.48992,19.98810005,0.010382,19.39080048,0.001661,19.3798008,0.013439,262160391,524416,196608,31,1344.130005,3833.899902,0.0202881,0.0191005,1.170060039,1.088729978,-69.95670319,0.150296003,0,0.998336971,0.998336971,2.53237009,0.215127006,-0.019893199,0.269719005,1.396329999,0.986172974,3.67E-05,3.81E-07,6.36E-05,1.06E-07,0.894424021,2.750010014,6.43E-05,8.64E-07,3.490819931,2205,19.01440048,-2.69E-08,5.66E-07,25.01040077,0.250001013,2506,2.52E+18,4239167,89.52980245,-27.74785863,0.008757,0.00819207,55929.18414,19.88629913,0.023003001,19.20960045,0.002952,19.11420059,0.026727,2.62E+08,524416,196608,10,1344.089966,3834.280029,0.035027999,0.032768302,0.850026011,0.827805996,-59.05170059,0.729772985,1.23E-38,0.996864021,0.996864021,1.824810028,0.155232996,-0.0179285,0.189481005,1.217949986,0.903418005,4.03E-05,9.27E-07,7.52E-05,2.22E-07,0.864544988,2.25,8.21E-05,2.19E-06,3.044879913,600,12.99940014,1.53E-08,1.81E-06,25.03009987,0.25,2506,2.52E+18,4232031,89.52982485,-27.74785133,0.0253662,0.80809975,0.32119941,189174,9813,7875005384,-36.452971,8770.8,8882.43,23067.5,23234.9,16539,16695.6,3430.89,3489.03,38150,38325.7,30252,30420.7,-1,7875005384,TRUE,TRUE,0,TRUE,0,20.8537,1.68E+16,0.0085707,"5,3",59.6265962,0.112763,3830,1,8.06E+12,126323,1.00E-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10283.32441,28757.65944,20255.63713,2809.061645,48248.85963,36802.83503,32.2703329,69.3508453,38.8523682,59.869419,315.2383859,204.9945019,-36.4529694,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.1450458,12.7402508,10.1268736,11.1502179,13.986449,15.2726676,12.9561893,2.9463977,3.4721138,2.9463977,3.3693309,4.0853712,6.3253774,4.4877058,0.5574527,0.8029736,0.5554438,0.5788124,0.3143715,0.5579301,0.4354548,-7.38E-04,0.0090091,-7.38E-04,-0.0078328,-0.0391702,-0.0043361,-0.0059597,10.7407236,13.465454,10.7217842,12.0176145,16.1907593,16.4847886,13.8130399,2.9194572,3.1914347,2.9194572,3.2916314,3.5863461,6.2993712,4.4931424,22.5460636,21.3696662,21.4996472,20.2531162,21.8210463,20.6336352,23.6237495,22.7785968,20.6844406,19.6912824,21.0464764,19.9852968,0.0040721,0.0034072,0.0030316,0.0026183,0.0024181,0.0020826,0.0275109,0.0231403,0.0076517,0.0070938,0.0066898,0.0060476,1.68E+16,1.68E+16,"5,3",0.8593401,0.8066205,0.859526,0.9214684,1.1833597,0.9980777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3479.962522,9123.072117,6785.493978,1289.734138,19329.63886,13848.71393,13.0516458,25.4734469,15.1120775,32.6799073,136.225571,85.3290991,45.1533,59.626594,318.661863,414.6691987,521.3488413,46.919808,153.0551538,179.5308395,3830,23815.07106,0.0272434,FALSE,13844.1019,0.0276957,0.7250173,0.3213991,0.008588349,object,8.06E+12,59.63027883,-36.45208064,20.9961441,galaxySED/Const.12E10.04Z.spec.gz,0.112763197,-9.90E-05,2.69E-05,-5.10E-04,0,0,sersic2d,0.986810446,0.831890106,25.8370623,1,CCM,0.8,4,CCM,0.011799491,3.1,2.00E-04
